name,bio,Duplicate,Remove End,Remove Front,bio_cleaned,Check,Last_Name,Name_in_Bio
"Irwin, James","WIKIPEDIA EXCERPTPaul Joseph Weitz was an American naval officer and aviator, aeronautical engineer, test pilot, and NASA astronaut, who flew into space twice. He was a member of the three-man crew who flew on Skylab 2, the first crewed Skylab mission. He was also Commander of the STS-6 mission, the maiden flight of the Space Shuttle Challenger.source",1,"WIKIPEDIA EXCERPTPaul Joseph Weitz was an American naval officer and aviator, aeronautical engineer, test pilot, and NASA astronaut, who flew into space twice. He was a member of the three-man crew who flew on Skylab 2, the first crewed Skylab mission. He was also Commander of the STS-6 mission, the maiden flight of the Space Shuttle Challenger.","Paul Joseph Weitz was an American naval officer and aviator, aeronautical engineer, test pilot, and NASA astronaut, who flew into space twice. He was a member of the three-man crew who flew on Skylab 2, the first crewed Skylab mission. He was also Commander of the STS-6 mission, the maiden flight of the Space Shuttle Challenger.","James Benson ""Jim"" Irwin was an American astronaut, aeronautical engineer, test pilot, and a United States Air Force pilot. He served as Apollo Lunar Module pilot for Apollo 15, the fourth human lunar landing. He was the eighth person to walk on the Moon and the first, and youngest, of those astronauts to die.",X,Irwin,FOUND
"Mattingly, Thomas","WIKIPEDIA EXCERPTOwen Kay Garriott was an American electrical engineer and NASA astronaut, who spent 60 days aboard the Skylab space station in 1973 during the Skylab 3 mission, and 10 days aboard Spacelab-1 on a Space Shuttle mission in 1983.source",1,"WIKIPEDIA EXCERPTOwen Kay Garriott was an American electrical engineer and NASA astronaut, who spent 60 days aboard the Skylab space station in 1973 during the Skylab 3 mission, and 10 days aboard Spacelab-1 on a Space Shuttle mission in 1983.","Owen Kay Garriott was an American electrical engineer and NASA astronaut, who spent 60 days aboard the Skylab space station in 1973 during the Skylab 3 mission, and 10 days aboard Spacelab-1 on a Space Shuttle mission in 1983.","Thomas Kenneth Mattingly II, is a former American naval officer and aviator, aeronautical engineer, test pilot, Rear Admiral in the United States Navy and astronaut who flew on the Apollo 16, STS-4 and STS-51-C missions.",X,Mattingly,FOUND
"Duke, Charles","WIKIPEDIA EXCERPTJack Robert Lousma, is an American aeronautical engineer, retired United States Marine Corps officer, former naval aviator, NASA astronaut, and politician. He was a member of the second crew on the Skylab space station in 1973.  In 1982, he commanded STS-3, the third Space Shuttle mission.source",1,"WIKIPEDIA EXCERPTJack Robert Lousma, is an American aeronautical engineer, retired United States Marine Corps officer, former naval aviator, NASA astronaut, and politician. He was a member of the second crew on the Skylab space station in 1973.  In 1982, he commanded STS-3, the third Space Shuttle mission.","Jack Robert Lousma, is an American aeronautical engineer, retired United States Marine Corps officer, former naval aviator, NASA astronaut, and politician. He was a member of the second crew on the Skylab space station in 1973.  In 1982, he commanded STS-3, the third Space Shuttle mission.","Charles Moss ""Charlie"" Duke Jr. is an American former astronaut, U.S. Air Force officer and test pilot. As lunar module pilot of Apollo 16 in 1972, he became the tenth and youngest person to walk on the Moon.",X,Duke,FOUND
"Evans, Ronald",WIKIPEDIA EXCERPTVasily Grigoryevich Lazarev was a Soviet cosmonaut who flew on the Soyuz 12 spaceflight as well as the abortive Soyuz 18a launch in 5 April 1975.source,1,WIKIPEDIA EXCERPTVasily Grigoryevich Lazarev was a Soviet cosmonaut who flew on the Soyuz 12 spaceflight as well as the abortive Soyuz 18a launch in 5 April 1975.,Vasily Grigoryevich Lazarev was a Soviet cosmonaut who flew on the Soyuz 12 spaceflight as well as the abortive Soyuz 18a launch in 5 April 1975.,"Ronald Ellwin ""Ron"" Evans Jr., was an American naval officer and aviator, electrical engineer, aeronautical engineer, NASA astronaut and, of the 24 astronauts to have flown to the Moon, one of 12 people to have flown to the Moon without landing on it.",X,Evans,FOUND
"Schmitt, Harrison",WIKIPEDIA EXCERPTOleg Grigoryevich Makarov was a Soviet cosmonaut.source,1,WIKIPEDIA EXCERPTOleg Grigoryevich Makarov was a Soviet cosmonaut.,Oleg Grigoryevich Makarov was a Soviet cosmonaut.,"Harrison Hagan ""Jack"" Schmitt is an American geologist, retired NASA astronaut, university professor, former U.S. senator from New Mexico, and the most recent person still living to have walked on the Moon.",X,Schmitt,FOUND
"Kerwin, Joseph","WIKIPEDIA EXCERPTGerald Paul ""Jerry"" Carr, is an American mechanical and aeronautical engineer, former United States Marine Corps officer, naval aviator, and former NASA astronaut. He was Commander of Skylab 4, the third and final crewed visit to the Skylab Orbital Workshop, from  November 16, 1973 to February 8, 1974.source",1,"WIKIPEDIA EXCERPTGerald Paul ""Jerry"" Carr, is an American mechanical and aeronautical engineer, former United States Marine Corps officer, naval aviator, and former NASA astronaut. He was Commander of Skylab 4, the third and final crewed visit to the Skylab Orbital Workshop, from  November 16, 1973 to February 8, 1974.","Gerald Paul ""Jerry"" Carr, is an American mechanical and aeronautical engineer, former United States Marine Corps officer, naval aviator, and former NASA astronaut. He was Commander of Skylab 4, the third and final crewed visit to the Skylab Orbital Workshop, from  November 16, 1973 to February 8, 1974.","Joseph Peter Kerwin, is an American physician and former NASA astronaut, who served as Science Pilot for the Skylab 2 mission from May 25–June 22, 1973. He was the first physician to be selected for astronaut training. Kerwin is the last surviving crew member of Skylab 2.",X,Kerwin,FOUND
"Weitz, Paul","WIKIPEDIA EXCERPTEdward George ""Ed"" Gibson is a former NASA astronaut, pilot, engineer, and physicist.source",1,"WIKIPEDIA EXCERPTEdward George ""Ed"" Gibson is a former NASA astronaut, pilot, engineer, and physicist.","Edward George ""Ed"" Gibson is a former NASA astronaut, pilot, engineer, and physicist.","Paul Joseph Weitz was an American naval officer and aviator, aeronautical engineer, test pilot, and NASA astronaut, who flew into space twice. He was a member of the three-man crew who flew on Skylab 2, the first crewed Skylab mission. He was also Commander of the STS-6 mission, the maiden flight of the Space Shuttle Challenger.",X,Weitz,FOUND
"Garriott, Owen","WIKIPEDIA EXCERPTWilliam Reid ""Bill"" Pogue, was an American astronaut and pilot who worked for the U.S. Air Force as a fighter and test pilot, and reached the rank of colonel. He was also an  teacher, public speaker and author.source",1,"WIKIPEDIA EXCERPTWilliam Reid ""Bill"" Pogue, was an American astronaut and pilot who worked for the U.S. Air Force as a fighter and test pilot, and reached the rank of colonel. He was also an  teacher, public speaker and author.","William Reid ""Bill"" Pogue, was an American astronaut and pilot who worked for the U.S. Air Force as a fighter and test pilot, and reached the rank of colonel. He was also an  teacher, public speaker and author.","Owen Kay Garriott was an American electrical engineer and NASA astronaut, who spent 60 days aboard the Skylab space station in 1973 during the Skylab 3 mission, and 10 days aboard Spacelab-1 on a Space Shuttle mission in 1983.",X,Garriott,FOUND
"Lousma, Jack",WIKIPEDIA EXCERPTPyotr Ilyich Klimuk is a former Soviet cosmonaut and the first Belarusian to perform space travel. Klimuk made three flights into space.source,1,WIKIPEDIA EXCERPTPyotr Ilyich Klimuk is a former Soviet cosmonaut and the first Belarusian to perform space travel. Klimuk made three flights into space.,Pyotr Ilyich Klimuk is a former Soviet cosmonaut and the first Belarusian to perform space travel. Klimuk made three flights into space.,"Jack Robert Lousma, is an American aeronautical engineer, retired United States Marine Corps officer, former naval aviator, NASA astronaut, and politician. He was a member of the second crew on the Skylab space station in 1973.  In 1982, he commanded STS-3, the third Space Shuttle mission.",X,Lousma,FOUND
"Lazarev, Vasily","WIKIPEDIA EXCERPTValentin Vitalyevich Lebedev is a Soviet cosmonaut who made two flights into space. His stay aboard the Space Station Salyut 7 with Anatoly Berezovoy in 1982, which lasted 211 days, was recorded in the Guinness Book of Records at the timesource",1,"WIKIPEDIA EXCERPTValentin Vitalyevich Lebedev is a Soviet cosmonaut who made two flights into space. His stay aboard the Space Station Salyut 7 with Anatoly Berezovoy in 1982, which lasted 211 days, was recorded in the Guinness Book of Records at the time","Valentin Vitalyevich Lebedev is a Soviet cosmonaut who made two flights into space. His stay aboard the Space Station Salyut 7 with Anatoly Berezovoy in 1982, which lasted 211 days, was recorded in the Guinness Book of Records at the time",Vasily Grigoryevich Lazarev was a Soviet cosmonaut who flew on the Soyuz 12 spaceflight as well as the abortive Soyuz 18a launch in 5 April 1975.,X,Lazarev,FOUND
"Makarov, Oleg","WIKIPEDIA EXCERPTYuri Petrovich Artyukhin was a Soviet Russian cosmonaut and engineer who made a single flight into space. Artyukhin graduated from the Soviet Air Force Institute with a doctorate in engineering, specializing in military communication systems. He was selected for the space programme in 1963 and would have flown on the Voskhod 3 mission had it not been canceled. He made his single flight on Soyuz 14 in 1974.source",1,"WIKIPEDIA EXCERPTYuri Petrovich Artyukhin was a Soviet Russian cosmonaut and engineer who made a single flight into space. Artyukhin graduated from the Soviet Air Force Institute with a doctorate in engineering, specializing in military communication systems. He was selected for the space programme in 1963 and would have flown on the Voskhod 3 mission had it not been canceled. He made his single flight on Soyuz 14 in 1974.","Yuri Petrovich Artyukhin was a Soviet Russian cosmonaut and engineer who made a single flight into space. Artyukhin graduated from the Soviet Air Force Institute with a doctorate in engineering, specializing in military communication systems. He was selected for the space programme in 1963 and would have flown on the Voskhod 3 mission had it not been canceled. He made his single flight on Soyuz 14 in 1974.",Oleg Grigoryevich Makarov was a Soviet cosmonaut.,X,Makarov,FOUND
"Carr, Gerald","WIKIPEDIA EXCERPTGennadi Vasiliyevich Sarafanov was a Soviet cosmonaut who flew on the Soyuz 15 spaceflight in 1974. This mission was intended to dock with the space station Salyut 3, but failed to do so after the docking system malfunctioned.source",1,"WIKIPEDIA EXCERPTGennadi Vasiliyevich Sarafanov was a Soviet cosmonaut who flew on the Soyuz 15 spaceflight in 1974. This mission was intended to dock with the space station Salyut 3, but failed to do so after the docking system malfunctioned.","Gennadi Vasiliyevich Sarafanov was a Soviet cosmonaut who flew on the Soyuz 15 spaceflight in 1974. This mission was intended to dock with the space station Salyut 3, but failed to do so after the docking system malfunctioned.","Gerald Paul ""Jerry"" Carr, is an American mechanical and aeronautical engineer, former United States Marine Corps officer, naval aviator, and former NASA astronaut. He was Commander of Skylab 4, the third and final crewed visit to the Skylab Orbital Workshop, from  November 16, 1973 to February 8, 1974.",X,Carr,FOUND
"Gibson, Edward","WIKIPEDIA EXCERPTLev Stepanovich Dyomin was a Soviet cosmonaut who flew on the Soyuz 15 spaceflight in 1974. This spaceflight was intended to dock with the space station Salyut 3, but the docking failed.source",1,"WIKIPEDIA EXCERPTLev Stepanovich Dyomin was a Soviet cosmonaut who flew on the Soyuz 15 spaceflight in 1974. This spaceflight was intended to dock with the space station Salyut 3, but the docking failed.","Lev Stepanovich Dyomin was a Soviet cosmonaut who flew on the Soyuz 15 spaceflight in 1974. This spaceflight was intended to dock with the space station Salyut 3, but the docking failed.","Edward George ""Ed"" Gibson is a former NASA astronaut, pilot, engineer, and physicist.",X,Gibson,FOUND
